vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_260,"[-1.665497207851262, -1.5874294561398048, -1.4735525461277754, -1.40246083650768, -1.2816078844042889, -1.2001764846529737, -1.089663222680802, -1.0084161273128032, -0.9286070345965473, -0.8469394329005108, -0.7057738992338289, -0.6247401971869979, -0.5428896930556257, -0.4714545906444193, -0.3218845757868556, -0.2259122449251123, -0.1445493212665337, -0.0626997152928224, 0.0190807915403927, 0.1579770785218609, 0.2539494093836043, 0.3351063148892576, 0.4309487268015196, 0.5418664019688343, 0.6223603480989277, 0.7135112607383916, 0.8297833945540642, 0.9067425932019944, 0.9093650150413572, 1.117700387139294, 1.186918427908241, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5829468985843782, 1.693534372309754]","[-1.6383500419383703, -1.5827720271517611, -1.4472449014403026, -1.3830547454103457, -1.256139760942235, -1.2055719895892332, -1.0650346204441672, -1.0141738284607698, -0.9611040828887074, -0.9109153246458818, -0.6828243394480317, -0.6316271956017001, -0.5817346646770546, -0.5179235320836921, -0.3006140584518962, -0.2050614882028623, -0.1543845731552429, -0.1044905816607715, -0.0544843980635783, 0.177148792793273, 0.2727013630423069, 0.3237046914535837, 0.4194616119713152, 0.5593590737894085, 0.6113934091030202, 0.7136819080896744, 0.8460167845365102, 0.903106812590744, 1.03571808407812, 1.132674495283612, 1.1988634331419192, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.565570818537671, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_261,"[-1.665497207851262, -1.5838839730768326, -1.4735525461277754, -1.392565539622252, -1.2816078844042889, -1.200390098071016, -1.089663222680802, -1.0084647308053538, -0.9266292106417412, -0.845036651069257, -0.7057738992338289, -0.6245922684076917, -0.5472445843840523, -0.4729895194978538, -0.3218845757868556, -0.2259122449251123, -0.1448315931193946, -0.0743055726819656, 0.0074407273509022, 0.1579770785218609, 0.2539494093836043, 0.3352292676479406, 0.4309879942502275, 0.5418664019688343, 0.623314423640573, 0.7194644037968959, 0.8297833945540642, 0.9107475532463484, 1.006959840616591, 1.117700387139294, 1.1988509763230726, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5760223597637637, 1.693534372309754]","[-1.6383500419383703, -1.5880736951370922, -1.4472449014403026, -1.395974567457517, -1.256139760942235, -1.2052325876943195, -1.0650346204441672, -1.0140969460800382, -0.9641800561497116, -0.913870455594016, -0.6828243394480317, -0.6318600316298061, -0.5752928276280777, -0.5147568397970687, -0.3006140584518962, -0.2050614882028623, -0.1539380812146103, -0.0891323059894085, -0.0390707109043124, 0.177148792793273, 0.2727013630423069, 0.3235102381028701, 0.4193999685626065, 0.5593590737894085, 0.6099003021266469, 0.7051679739541993, 0.8460167845365102, 0.8973228765683552, 0.9924981423038278, 1.132674495283612, 1.1836877851909169, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.575204190156125, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_262,"[-1.665497207851262, -1.5843593648282075, -1.4735525461277754, -1.3917021235082372, -1.2816078844042889, -1.200214208450188, -1.089663222680802, -1.0175754341832086, -0.947695297498102, -0.871867715592033, -0.7057738992338289, -0.6241413753710049, -0.5431351501667973, -0.461355961957501, -0.3218845757868556, -0.2259122449251123, -0.1448251509359906, -0.0631446256384347, 0.0185504573759891, 0.1579770785218609, 0.2539494093836043, 0.3351144495960503, 0.4208394739107832, 0.5418664019688343, 0.6235070088766801, 0.7196000712928599, 0.8297833945540642, 0.9111100375817917, 1.0068018365251494, 1.117700387139294, 1.1993253005952609, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5831105200798017, 1.693534372309754]","[-1.6383500419383703, -1.587316658291701, -1.4472449014403026, -1.397352237959973, -1.256139760942235, -1.2055118213577467, -1.0650346204441672, -1.001955282419975, -0.9364596107033846, -0.8778877891917355, -0.6828243394480317, -0.6325790444409077, -0.5813388158921381, -0.5313304946926138, -0.3006140584518962, -0.2050614882028623, -0.1539482106087284, -0.1037803041951841, -0.0536359005443798, 0.177148792793273, 0.2727013630423069, 0.3236918581658164, 0.4326345725679864, 0.5593590737894085, 0.6095913487283917, 0.704948888833096, 0.8460167845365102, 0.8967513948102083, 0.9927470240814986, 1.132674495283612, 1.182932044778385, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5653095435395197, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_263,"[-1.665497207851262, -1.5839147074474915, -1.4735525461277754, -1.3923838020647614, -1.2816078844042889, -1.2003594201847732, -1.089663222680802, -1.0085410290096568, -0.927205926578836, -0.8546772067266077, -0.7057738992338289, -0.6241120579882582, -0.5423613774034491, -0.4609638865965385, -0.3218845757868556, -0.2259122449251123, -0.1445920805009848, -0.0630418363411876, 0.013719400412133, 0.1579770785218609, 0.2539494093836043, 0.3356213772860026, 0.431076968732212, 0.5418664019688343, 0.6230001732019808, 0.7064264906533781, 0.8297833945540642, 0.911506311687158, 1.0067674211690725, 1.117700387139294, 1.1982237664004436, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.582662234934271, 1.693534372309754]","[-1.6383500419383703, -1.5880242733234586, -1.4472449014403026, -1.396260250996247, -1.256139760942235, -1.205281136596268, -1.0650346204441672, -1.013976581438374, -0.9632554155525124, -0.9006791140666555, -0.6828243394480317, -0.6326262907509635, -0.5825717869896372, -0.5319499274546295, -0.3006140584518962, -0.2050614882028623, -0.1543165849466167, -0.1039390194338342, -0.046585410309004, 0.177148792793273, 0.2727013630423069, 0.3228830778850869, 0.4192599068008332, 0.5593590737894085, 0.6103988740944573, 0.7217478170261709, 0.8460167845365102, 0.8961162089191332, 0.9928010093651648, 1.132674495283612, 1.1846636689020316, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.566020958500025, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_264,"[-1.665497207851262, -1.595057223205513, -1.4735525461277754, -1.392515680210554, -1.2816078844042889, -1.199759706509129, -1.089663222680802, -1.0084636171543502, -0.9385205793723568, -0.866931864258542, -0.7057738992338289, -0.6247632072698882, -0.5430987830744475, -0.4618371757874186, -0.3218845757868556, -0.2259122449251123, -0.1574817318012045, -0.0758524399129312, 0.0057263187285676, 0.1579770785218609, 0.2539494093836043, 0.3356757032729922, 0.4315122495865702, 0.5418664019688343, 0.6235400608854991, 0.7194149541841924, 0.8297833945540642, 0.9110429714427358, 1.0035608821722026, 1.117700387139294, 1.1992621957414196, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.570931674118503, 1.693534372309754]","[-1.6383500419383703, -1.573451576893058, -1.4472449014403026, -1.3960527219260743, -1.256139760942235, -1.2062434472499723, -1.0650346204441672, -1.014098705871091, -0.9486696240408484, -0.8850293684384317, -0.6828243394480317, -0.631591111482649, -0.5813972282733099, -0.5305594231244448, -0.3006140584518962, -0.2050614882028623, -0.1380657319232806, -0.0878152321966712, -0.0374834512969127, 0.177148792793273, 0.2727013630423069, 0.322795326877983, 0.4185668297583661, 0.5593590737894085, 0.6095380603847425, 0.7052475013013091, 0.8460167845365102, 0.8968578067024404, 0.997511198702865, 1.132674495283612, 1.1830334991603326, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5809450111366004, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_265,"[-1.665497207851262, -1.5838061604851246, -1.4735525461277754, -1.3920065906787729, -1.2816078844042889, -1.200608596945565, -1.089663222680802, -1.008369149611339, -0.93104934713981, -0.8495767670124047, -0.7057738992338289, -0.6243358016655659, -0.5429765222641798, -0.461438303500682, -0.3218845757868556, -0.2259122449251123, -0.1571052863438328, -0.0752758799356658, -0.0062272955575689, 0.1579770785218609, 0.2539494093836043, 0.3317427984240344, 0.4316674812327968, 0.5418664019688343, 0.6209146332826833, 0.7175125355869747, 0.8297833945540642, 0.9001885550507636, 0.9990268332640182, 1.117700387139294, 1.1867313065837566, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.583255253878768, 1.693534372309754]","[-1.6383500419383703, -1.588199121396339, -1.4472449014403026, -1.396860454691842, -1.256139760942235, -1.2048886617888714, -1.0650346204441672, -1.0142482935526522, -0.957643317640166, -0.9071413413769598, -0.6828243394480317, -0.6322672612978366, -0.5815845468446299, -0.5311876898769843, -0.3006140584518962, -0.2050614882028623, -0.1384490279032027, -0.0885222037107183, -0.0221580480983011, 0.177148792793273, 0.2727013630423069, 0.3286594273253811, 0.4183164332705578, 0.5593590737894085, 0.6135458924183788, 0.7081825178980816, 0.8460167845365102, 0.9109526972996412, 1.0032823860559157, 1.132674495283612, 1.199056865122298, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5650768545884035, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_266,"[-1.665497207851262, -1.5836503432306914, -1.4735525461277754, -1.392536954324702, -1.2816078844042889, -1.199983118423833, -1.089663222680802, -1.011004426469587, -0.9293992655159268, -0.8600235331772657, -0.7057738992338289, -0.624046896109751, -0.5425500995928905, -0.4612180950180511, -0.3218845757868556, -0.2259122449251123, -0.1458155961671036, -0.0693619650283416, 0.0069793927522021, 0.1579770785218609, 0.2539494093836043, 0.3357876492103818, 0.4309021878435848, 0.5418664019688343, 0.6237165747609856, 0.7196230959254212, 0.8297833945540642, 0.9114128266857512, 1.0061853565391592, 1.117700387139294, 1.1991351738475688, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5831744675515385, 1.693534372309754]","[-1.6383500419383703, -1.588451592862129, -1.4472449014403026, -1.3960193543516577, -1.256139760942235, -1.2058819740191105, -1.0650346204441672, -1.0102889183643189, -0.9599995821040436, -0.8939745021339501, -0.6828243394480317, -0.6327315226188986, -0.5822682931988223, -0.5315422033664636, -0.3006140584518962, -0.2050614882028623, -0.1524229340691573, -0.0946634771317461, -0.0367570013440998, 0.177148792793273, 0.2727013630423069, 0.3226138329086662, 0.4195345358987595, 0.5593590737894085, 0.6092521435395128, 0.7049115755829567, 0.8460167845365102, 0.8962670584328623, 0.9937021804833708, 1.132674495283612, 1.183236859682587, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5652069185582949, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_267,"[-1.665497207851262, -1.5844583047774523, -1.4735525461277754, -1.3919220495950675, -1.2816078844042889, -1.213507826879896, -1.089663222680802, -1.008442152555621, -0.92730468967498, -0.8460587880387291, -0.7057738992338289, -0.624059803684485, -0.5504831153293629, -0.4765710866595656, -0.3218845757868556, -0.2259122449251123, -0.144406318227512, -0.0660669264031979, 0.0154223066454795, 0.1579770785218609, 0.2539494093836043, 0.3350442349469013, 0.4302771588012, 0.5418664019688343, 0.6233903043728891, 0.7111885963853645, 0.8297833945540642, 0.9048512762869892, 0.9987025805576144, 1.117700387139294, 1.1990814577935909, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5828463495952936, 1.693534372309754]","[-1.6383500419383703, -1.5871610592215193, -1.4472449014403026, -1.3969963415664752, -1.256139760942235, -1.1888110534758496, -1.0650346204441672, -1.014132640830836, -0.9630986580769964, -0.9122359758713496, -0.6828243394480317, -0.632710653568969, -0.5713590759083532, -0.5104083674133106, -0.3006140584518962, -0.2050614882028623, -0.1546128780220344, -0.0994150509593587, -0.0489397153656031, 0.177148792793273, 0.2727013630423069, 0.3238024801495484, 0.4205000779998771, 0.5593590737894085, 0.6097788841032191, 0.7165318662007969, 0.8460167845365102, 0.9055507496466236, 1.003661995021374, 1.132674495283612, 1.183322517771156, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5657304527975775, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_268,"[-1.665497207851262, -1.5840328143201134, -1.4735525461277754, -1.392405237659564, -1.2816078844042889, -1.2036038344229705, -1.089663222680802, -1.0211099008400226, -0.9392672461498904, -0.8574972596467664, -0.7057738992338289, -0.6243290685588826, -0.5446008634641389, -0.4628071707242527, -0.3218845757868556, -0.2259122449251123, -0.1447037904012505, -0.0637700493726162, 0.017940826574354, 0.1579770785218609, 0.2539494093836043, 0.3341593912197322, 0.4317155404736195, 0.5418664019688343, 0.6234919735143946, 0.7191536225840569, 0.8297833945540642, 0.9116233653460882, 0.995255526087988, 1.117700387139294, 1.1988589853324343, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5831107079416873, 1.693534372309754]","[-1.6383500419383703, -1.5878349762361794, -1.4472449014403026, -1.396226438576953, -1.256139760942235, -1.2004731552145815, -1.0650346204441672, -0.9981634354184424, -0.9482581418437804, -0.8982349073922247, -0.6828243394480317, -0.6322780140082529, -0.5790878847440116, -0.529103083555091, -0.3006140584518962, -0.2050614882028623, -0.1541395598329948, -0.1027859168081262, -0.0526670273227792, 0.177148792793273, 0.2727013630423069, 0.3251685710433853, 0.4182385601241832, 0.5593590737894085, 0.6096155637732567, 0.7056649253629318, 0.8460167845365102, 0.8959264409148985, 1.0074649655650314, 1.132674495283612, 1.1836751536884849, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5653092424762884, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_269,"[-1.665497207851262, -1.583838455804894, -1.4735525461277754, -1.3917760286566596, -1.2816078844042889, -1.1998342377328026, -1.089663222680802, -1.007996756303332, -0.9262975613340372, -0.8448264379987809, -0.7057738992338289, -0.6239468732853728, -0.5423152687406573, -0.4605906005364482, -0.3218845757868556, -0.2259122449251123, -0.1445725917084137, -0.0635983564762335, 0.018067539307366, 0.1579770785218609, 0.2539494093836043, 0.3356580524785412, 0.4208527821747228, 0.5418664019688343, 0.623211399479978, 0.7191577369415861, 0.8297833945540642, 0.9016596740761684, 1.0067663947951992, 1.117700387139294, 1.198683877243314, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.582721382596204, 1.693534372309754]","[-1.6383500419383703, -1.5881470119591012, -1.4472449014403026, -1.397232251130912, -1.256139760942235, -1.2061224578105998, -1.0650346204441672, -1.0148440309716906, -0.9647062686368044, -0.9142019627838224, -0.6828243394480317, -0.6328936479737425, -0.582646872435785, -0.5325502796048679, -0.3006140584518962, -0.2050614882028623, -0.1543475568579114, -0.1030572308332424, -0.0528657210473917, 0.177148792793273, 0.2727013630423069, 0.3228238608843793, 0.4326200379572673, 0.5593590737894085, 0.6100645072907848, 0.7056583904532517, 0.8460167845365102, 0.9093349241244828, 0.9928026181502122, 1.132674495283612, 1.1839503349033866, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5659278842708904, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_27,"[-1.665497207851262, -1.5894366318943862, -1.4735525461277754, -1.3921446703570874, -1.2816078844042889, -1.2003727561534292, -1.089663222680802, -1.0085646532220225, -0.927441396334292, -0.846055515611409, -0.7057738992338289, -0.6246462323752968, -0.5430804506246075, -0.4617369197152394, -0.3218845757868556, -0.2259122449251123, -0.1443643709805329, -0.0629626654635322, 0.0096149414067448, 0.1579770785218609, 0.2539494093836043, 0.3222110936830837, 0.4315729280062788, 0.5418664019688343, 0.6124942246440704, 0.7193931969457387, 0.8297833945540642, 0.9114229517975908, 1.0073815721104322, 1.117700387139294, 1.199128893129132, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5828899563198475, 1.693534372309754]","[-1.6383500419383703, -1.5800784525672107, -1.4472449014403026, -1.396639598434558, -1.256139760942235, -1.205260023982516, -1.0650346204441672, -1.013939393321836, -0.9628830288730146, -0.912242668533232, -0.6828243394480317, -0.6317749214860374, -0.5814222969422648, -0.5307145312327002, -0.3006140584518962, -0.2050614882028623, -0.154680119519287, -0.104064978500284, -0.0415448888512365, 0.177148792793273, 0.2727013630423069, 0.3398676307069728, 0.4184691576730002, 0.5593590737894085, 0.6240548553416664, 0.7052824373627447, 0.8460167845365102, 0.8962507505251954, 0.9918254017758154, 1.132674495283612, 1.1832468856149825, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.565661307464844, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_270,"[-1.665497207851262, -1.583815380076115, -1.4735525461277754, -1.3918847771565923, -1.2816078844042889, -1.207711261819315, -1.089663222680802, -1.0083300949111942, -0.9268574509215672, -0.8455486395106326, -0.7057738992338289, -0.6315410873576622, -0.5502955453528543, -0.4692283944070061, -0.3218845757868556, -0.2259122449251123, -0.2384116319034105, -0.1573235229184385, -0.0870989903977585, 0.1579770785218609, 0.2539494093836043, 0.3352904810545338, 0.4274887843516277, 0.5418664019688343, 0.6231110021080207, 0.717844680285282, 0.8297833945540642, 0.9112759804516546, 1.0009840078908654, 1.117700387139294, 1.198831638844085, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5827772969492444, 1.693534372309754]","[-1.6383500419383703, -1.5881842376957669, -1.4472449014403026, -1.3970564130143128, -1.256139760942235, -1.1951705380280615, -1.0650346204441672, -1.014310315818331, -0.9638084416820812, -0.9130455081588006, -0.6828243394480317, -0.6222613038272664, -0.5713980521801001, -0.5202534261750481, -0.3006140584518962, -0.2050614882028623, -0.1103227807715997, -0.0592110993669078, 0.0059184078266228, 0.177148792793273, 0.2727013630423069, 0.3234130391280196, 0.4245226019318625, 0.5593590737894085, 0.610223816747305, 0.7076867531883223, 0.8460167845365102, 0.8964867540189068, 1.0009022782469017, 1.132674495283612, 1.18371826550154, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5658396790454956, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
vehicle_271,"[-1.665497207851262, -1.5845287111779631, -1.4735525461277754, -1.3919006865939767, -1.2816078844042889, -1.203595632224786, -1.089663222680802, -1.0082267054870415, -1.020151859725638, -0.9385607059597906, -0.7057738992338289, -0.6300035357591847, -0.5484851428308292, -0.4669585226237969, -0.3218845757868556, -0.2259122449251123, -0.1447868711493367, -0.0629639183369778, 0.0185594155369435, 0.1579770785218609, 0.2539494093836043, 0.3352951799812684, 0.4278756008489709, 0.5418664019688343, 0.6181451411156034, 0.7129764596019891, 0.8297833945540642, 0.8984430589972211, 1.0075572197022828, 1.117700387139294, 1.199381017040279, 1.3096450488627809, 1.4056173797245242, 1.5015897105862674, 1.5827249830502552, 1.693534372309754]","[-1.6383500419383703, -1.5870507363859845, -1.4472449014403026, -1.397030759859745, -1.256139760942235, -1.200484550169635, -1.0650346204441672, -1.0144750189103653, -0.9196629646247572, -0.8693511040898538, -0.6828243394480317, -0.6241791626647659, -0.5737505228941442, -0.5233350689064751, -0.3006140584518962, -0.2050614882028623, -0.1540084580633978, -0.104071150350066, -0.0536504288136935, 0.177148792793273, 0.2727013630423069, 0.3234055671118828, 0.4239901881237235, 0.5593590737894085, 0.6173472914197848, 0.7143582037028177, 0.8460167845365102, 0.9127797320595435, 0.9915414989705325, 1.132674495283612, 1.1828422328739527, 1.3237796357816796, 1.4193322060307134, 1.5148847762797473, 1.5659222109542514, 1.705989916777815]","[-1.6896263510368454, -1.59336616445059, -1.497105977864335, -1.4008457912780798, -1.3045856046918247, -1.2083254181055694, -1.1120652315193142, -1.0158050449330591, -0.919544858346804, -0.8232846717605488, -0.7270244851742935, -0.6307642985880384, -0.5345041120017832, -0.438243925415528, -0.3419837388292728, -0.2457235522430176, -0.1494633656567624, -0.0532031790705072, 0.0430570075157479, 0.1393171941020031, 0.2355773806882583, 0.3318375672745134, 0.4280977538607687, 0.5243579404470239, 0.620618127033279, 0.7168783136195342, 0.8131385002057894, 0.9093986867920446, 1.0056588733782998, 1.101919059964555, 1.19817924655081, 1.2944394331370654, 1.3906996197233206, 1.4869598063095757, 1.5832199928958308, 1.6794801794820862]",0
