vehicle_id,local_x_norm,local_y_norm,global_time_norm,accident
vehicle_10504,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3990776275880346, -1.3173323840602165, -1.2061465503154256, -1.0953697005717844, -1.0132148344968983, -0.902597373957684, -0.8211234911955692, -0.7442323167060189, -0.6134388840365339, -0.5313064235901235, -0.4352377511472933, -0.3242803941153837, -0.2428539429059604, -0.1458634700789377, -0.0495966490378671, 0.0612642591128165, 0.1434496521312277, 0.2253284847696985, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7216345084093284, 0.8034666278056772, 0.9141294794315074, 1.0251258921833173, 1.107041805423001, 1.1887024183476114, 1.2700504454342751, 1.4106705454115176, 1.4921877886604835, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4135294176575786, -1.3623793659880263, -1.220706269308238, -1.078373355167725, -1.0278859664227238, -0.885293779231454, -0.8337112206260341, -0.7754976784593398, -0.5956744153270476, -0.5451504692597887, -0.44809653379359, -0.306055051422641, -0.2543974128998722, -0.158825839100042, -0.0620928125238398, 0.080104100449901, 0.1305416223131792, 0.1814768719703799, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7099956923095426, 0.7610061963668394, 0.9035232509335994, 1.0455019801312562, 1.0963773835574124, 1.1476628692248343, 1.1994443117322058, 1.4316611320037982, 1.4831749207515132, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10505,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399525645959318, -1.318171412070617, -1.2122243248712452, -1.0953697005717844, -1.023364025038812, -0.902597373957684, -0.8205390952585401, -0.7389131036806927, -0.6134388840365339, -0.5314209961771834, -0.4381712684323924, -0.3242803941153837, -0.2445854313553331, -0.1465763121285499, -0.0495303517669517, 0.0612642591128165, 0.1428344516150822, 0.2242915066830235, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7125386370089258, 0.7946440860955682, 0.914029822216266, 1.0251258921833173, 1.1066686118338454, 1.1883879377773985, 1.2705238108882393, 1.4106705454115176, 1.4922810088402614, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4128152331859416, -1.3610435738950726, -1.2119714529386345, -1.078373355167725, -1.014197249143952, -0.885293779231454, -0.8346490565152488, -0.7833083097606166, -0.5956744153270476, -0.5449640982763858, -0.4436567342893212, -0.306055051422641, -0.2517560505538465, -0.1576864005966099, -0.0622000353141813, 0.080104100449901, 0.1315337370848956, 0.1831429499358816, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7224313995174404, 0.772999369303255, 0.9036828927980296, 1.0455019801312562, 1.0969753032923977, 1.1481668837359424, 1.1986852640057797, 1.4316611320037982, 1.4830266371975267, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10506,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3993716610968685, -1.3223270510455114, -1.2065805124911335, -1.0953697005717844, -1.014037356222308, -0.902597373957684, -0.8211319782829039, -0.7391233902677912, -0.6134388840365339, -0.5317320245241917, -0.4350605635371308, -0.3242803941153837, -0.242401876251937, -0.1460272629106589, -0.0497503636370726, 0.0612642591128165, 0.1354206424559677, 0.2173116118034226, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7133194904066041, 0.7951150200519861, 0.9144410048943136, 1.0251258921833173, 1.107211870020203, 1.1885915405726273, 1.2706318642435082, 1.4106705454115176, 1.492180558020477, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.413059141053563, -1.3550494701596607, -1.2200094896742522, -1.078373355167725, -1.0265672049458827, -0.885293779231454, -0.8336977750850578, -0.782972371759897, -0.5956744153270476, -0.5444628761078697, -0.4483825849735126, -0.306055051422641, -0.2551192941512376, -0.1585608852607946, -0.0618454062060725, 0.080104100449901, 0.1417743351463676, 0.1926900074902133, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7215139999795064, 0.7725833422440019, 0.9030196973714, 1.0455019801312562, 1.0961016518668518, 1.1478331905300063, 1.1985070865093674, 1.4316611320037982, 1.4831863974874435, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10507,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399102094498568, -1.3170391097327612, -1.2063133564940371, -1.0953697005717844, -1.0134082348322724, -0.902597373957684, -0.8254273393784558, -0.74715264184933, -0.6134388840365339, -0.5343916074124262, -0.4352886912798776, -0.3242803941153837, -0.2425586356234276, -0.156507041669389, -0.0494341011752834, 0.0612642591128165, 0.1431227902011249, 0.2249050043613595, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7213648244629753, 0.8028808773908283, 0.9085158334148592, 1.0251258921833173, 1.106809437576446, 1.1886506626772333, 1.2597431735587568, 1.4106705454115176, 1.482670016535388, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4134900552446743, -1.3628529827644296, -1.220436877331618, -1.078373355167725, -1.0275716048598804, -0.885293779231454, -0.8274515981538594, -0.7711181616532735, -0.5956744153270476, -0.5404338084593493, -0.4480147064470217, -0.306055051422641, -0.2548673667554084, -0.1446496943846464, -0.0623562609603292, 0.080104100449901, 0.1310720745578085, 0.1821628054690393, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7104313569504519, 0.7619470352651297, 0.9115894057257696, 1.0455019801312562, 1.0967508162657027, 1.1477466632386004, 1.2129360923240238, 1.4316611320037982, 1.4958442209103266, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10508,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3987124520246577, -1.3252932548133145, -1.2066742996944582, -1.0953697005717844, -1.0132586248363045, -0.902597373957684, -0.8209100458807301, -0.7389296453767064, -0.6134388840365339, -0.5313320445589009, -0.4354273728044092, -0.3242803941153837, -0.2427964241111826, -0.1463266436514316, -0.0578764251303271, 0.0612642591128165, 0.1428261236586212, 0.2249103359018251, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7214392567216833, 0.8014708000338495, 0.9130599655002224, 1.0251258921833173, 1.1072882780508018, 1.188807535444539, 1.2681688832491973, 1.4106705454115176, 1.4922330746991763, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4141219811148895, -1.351573155495824, -1.2198606206145348, -1.078373355167725, -1.0278145514654748, -0.885293779231454, -0.8340509919021688, -0.7832799004170439, -0.5956744153270476, -0.5451087103425313, -0.447792854018667, -0.306055051422641, -0.2544884797615029, -0.1580814816510022, -0.0506776771011732, 0.080104100449901, 0.1315469854310759, 0.1821495304492254, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7103116294221022, 0.7641117144614028, 0.9052014533032112, 1.0455019801312562, 1.095977091311746, 1.1474876824986415, 1.2022746731474945, 1.4316611320037982, 1.4831029596700038, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10509,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.3989737279488703, -1.3207401698781218, -1.206446539867863, -1.0953697005717844, -1.023451215717252, -0.902597373957684, -0.8207756783682929, -0.7387705650395994, -0.6134388840365339, -0.5317336282951416, -0.5276093164389181, -0.3242803941153837, -0.2424882349729388, -0.1458696141621927, -0.049401806255501, 0.0612642591128165, 0.1339224557401581, 0.2153405192177196, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211370533553605, 0.7950996834892315, 0.9142147452792652, 1.0251258921833173, 1.1052133730158695, 1.1870666593893715, 1.2691172686958636, 1.4106705454115176, 1.4924382139856365, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4136970427213935, -1.3573063052402778, -1.2202231944204625, -1.078373355167725, -1.0140992432463294, -0.885293779231454, -0.8342665035628738, -0.7835354651664281, -0.5956744153270476, -0.5444603092537933, -0.4031756078605089, -0.306055051422641, -0.2549802939477337, -0.1588158657564934, -0.0624088286057521, 0.080104100449901, 0.1435381229486708, 0.1952090226060047, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7107953349933855, 0.7726985492613241, 0.9033861105917332, 1.0455019801312562, 1.099218494493562, 1.1501949179230215, 1.200852104676492, 1.4316611320037982, 1.4827752132660232, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_1051,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399110908268328, -1.3173638621082318, -1.2066026053309926, -1.0953697005717844, -1.013685760606865, -0.902597373957684, -0.8210229094603132, -0.7390738539311273, -0.6134388840365339, -0.5377252027704346, -0.4469445006398459, -0.3242803941153837, -0.2499404003902292, -0.1460621504554644, -0.0548179304364438, 0.0612642591128165, 0.1425881880243235, 0.2169398568579103, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7211675508199648, 0.8026413879735173, 0.9145561930567048, 1.0251258921833173, 1.107042201496249, 1.1891397184041432, 1.263756333694014, 1.4106705454115176, 1.4920369048941242, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4134758859515413, -1.3623287244554674, -1.2199743673655885, -1.078373355167725, -1.0271251499377738, -0.885293779231454, -0.8338709404553867, -0.7830491096359599, -0.5956744153270476, -0.5359326298533207, -0.4328844376958563, -0.306055051422641, -0.2446069807628141, -0.1585046965630759, -0.0544964999204728, 0.080104100449901, 0.1319235021393337, 0.1933574004229165, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7107468082146926, 0.7623294390879053, 0.9028317429436664, 1.0455019801312562, 1.096376743788702, 1.1469576315900474, 1.2080684270791269, 1.4316611320037982, 1.4834136713357016, 1.6247407079400693, 1.7212804959082049]","[-1.7605572471200286, -1.6643886880005685, -1.5682201288811084, -1.4720515697616483, -1.3758830106421884, -1.2797144515227283, -1.1835458924032682, -1.0873773332838084, -0.9912087741643484, -0.8950402150448882, -0.7988716559254282, -0.7027030968059681, -0.6065345376865081, -0.510365978567048, -0.414197419447588, -0.3180288603281279, -0.2218603012086679, -0.1256917420892079, -0.0295231829697478, 0.0666453761497122, 0.1628139352691722, 0.2589824943886323, 0.3551510535080923, 0.4513196126275524, 0.5474881717470124, 0.6436567308664725, 0.7398252899859324, 0.8359938491053925, 0.9321624082248524, 1.0283309673443126, 1.1244995264637727, 1.2206680855832326, 1.316836644702693, 1.4130052038221528, 1.5091737629416129, 1.6053423220610727]",0
vehicle_10510,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4087239821303608, -1.3266365023290412, -1.2067930362178734, -1.0953697005717844, -1.0139853721791907, -0.902597373957684, -0.8207578924286592, -0.7392941837081898, -0.6134388840365339, -0.5321068797244816, -0.435435553948081, -0.3242803941153837, -0.2426402099817191, -0.1528775237284272, -0.0497844049366892, 0.0612642591128165, 0.1427134837986367, 0.2118408176920819, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7214687785439895, 0.8028779097674349, 0.914097555783786, 1.0251258921833173, 1.1070180885512235, 1.1887167749551837, 1.270227927527226, 1.4106705454115176, 1.4882499522130697, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4005648967375104, -1.3499676694379863, -1.2196730077047755, -1.078373355167725, -1.0266491679323602, -0.885293779231454, -0.834295125249232, -0.7826964491549974, -0.5956744153270476, -0.5438677295690086, -0.4477798081033169, -0.306055051422641, -0.2547369481770921, -0.1488978462238251, -0.0617908405184447, 0.080104100449901, 0.1317257096754674, 0.1990019875654823, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7102640340868538, 0.7619490505345174, 0.903574465177016, 1.0455019801312562, 1.0964156726295031, 1.1476402911355328, 1.199163747465476, 1.4316611320037982, 1.4889513204092624, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10511,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399246113795216, -1.3174859624819006, -1.2065213023569032, -1.0953697005717844, -1.0132669868383493, -0.902597373957684, -0.8291014665149679, -0.7471183047246828, -0.6134388840365339, -0.5315438963903457, -0.4356363934782395, -0.3242803941153837, -0.2429173387202615, -0.1486425729892467, -0.1478439264969236, 0.0612642591128165, 0.1430007859598434, 0.218564542465679, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7216888696461675, 0.8031246246925589, 0.9139054978115932, 1.0251258921833173, 1.1064393956216796, 1.187789444514341, 1.2694754437021012, 1.4106705454115176, 1.4928117075284786, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.413259206544322, -1.3621330634642508, -1.2201037850577634, -1.078373355167725, -1.0278009301860054, -0.885293779231454, -0.8228353951578127, -0.7720687768355265, -0.5956744153270476, -0.5447652270630372, -0.4474609832965217, -0.306055051422641, -0.2542973011351512, -0.1545692162160754, -0.0178323253088524, 0.080104100449901, 0.1312681244349633, 0.1912000317997073, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7099072443770316, 0.761550167806641, 0.9038810835347229, 1.0455019801312562, 1.097337791814898, 1.1491160478186582, 1.2003609602582257, 1.4316611320037982, 1.4821708846360526, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_10512,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.4074815499679036, -1.326100508165751, -1.2066669761865076, -1.0953697005717844, -1.0137865512200706, -0.902597373957684, -0.8205940300391821, -0.7386119838416023, -0.6134388840365339, -0.5320686306912225, -0.4356464315560004, -0.3242803941153837, -0.2425221677904723, -0.1460264477859605, -0.0497391530535329, 0.0612642591128165, 0.143364433782545, 0.2247687748714411, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7212242436104329, 0.8029289101290288, 0.9092240708539928, 1.0251258921833173, 1.106924871365923, 1.1780762275062535, 1.1634343269963203, 1.4106705454115176, 1.4928302647835654, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4019997072288863, -1.350270332644795, -1.21987222364507, -1.078373355167725, -1.0269643401302846, -0.885293779231454, -0.8345598716270036, -0.7837914460277928, -0.5956744153270476, -0.543928018044667, -0.4474451203872923, -0.306055051422641, -0.2549258202391288, -0.1585621991002744, -0.0618633936723005, 0.080104100449901, 0.1306806604377311, 0.1823732451253897, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7106564298445536, 0.7618714789307827, 0.9106633241929984, 1.0455019801312562, 1.0965657793793715, 1.161690771386079, 1.2571101691614075, 1.4316611320037982, 1.4821405972413746, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",1
vehicle_10513,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.39925390060236, -1.317830686018782, -1.2159595651292776, -1.0953697005717844, -1.0136961909484556, -0.902597373957684, -0.8210737245022653, -0.7396101213299167, -0.6134388840365339, -0.5320829347143586, -0.4354253528723982, -0.3242803941153837, -0.2422199571925317, -0.1503081675868612, -0.0495328917881344, 0.0612642591128165, 0.1433641911740555, 0.2251117369696028, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7212904907968637, 0.8029839723892912, 0.914149214432084, 1.0251258921833173, 1.1071868228035675, 1.189334860131177, 1.2713931748437208, 1.4106705454115176, 1.4926544493103966, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.4132467662330237, -1.3615840099892411, -1.2074763670815218, -1.078373355167725, -1.0271084758735691, -0.885293779231454, -0.8337901616360592, -0.7821913183717895, -0.5956744153270476, -0.5439054603754333, -0.4477960757789751, -0.306055051422641, -0.2554138369417193, -0.1522341186860177, -0.0621959215591352, 0.080104100449901, 0.1306810555147291, 0.1818274159014524, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.710550538194069, 0.7617834834498579, 0.903491554904396, 1.0455019801312562, 1.096142392050177, 1.14664092653068, 1.1972855907091435, 1.4316611320037982, 1.4824265480497671, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
vehicle_10514,"[-1.6736866804140846, -1.577300517107035, -1.4809143537999847, -1.399576692787451, -1.3173824141637824, -1.2065497736146804, -1.0953697005717844, -1.0139261437489098, -0.902597373957684, -0.8210457194549633, -0.7398136415542823, -0.6134388840365339, -0.5398746378633472, -0.4356783259836791, -0.3242803941153837, -0.24274385832532, -0.1465177533079078, -0.0498361123933452, 0.0612642591128165, 0.1432804840475228, 0.2136466238003412, 0.3504227490339667, 0.4468089123410168, 0.5431950756480669, 0.639581238955117, 0.7216202550283001, 0.8008686587521326, 0.9141184319246138, 1.0251258921833173, 1.106480243419341, 1.1879300605891965, 1.2694043535683106, 1.4106705454115176, 1.492227203667898, 1.6034428720256175, 1.6998290353326675]","[-1.6576120829765382, -1.5610722950084026, -1.4645325070402673, -1.412734731218411, -1.3623117370675186, -1.2200584128838874, -1.078373355167725, -1.0267427756785186, -0.885293779231454, -0.8338346583271639, -0.781870930996196, -0.5956744153270476, -0.5332967929343301, -0.4473947637066611, -0.306055051422641, -0.2545719020062505, -0.1577786860722603, -0.0617081117726341, 0.080104100449901, 0.1308171155640416, 0.1967924211352854, 0.3697234643543076, 0.4662632523224431, 0.5628030402905786, 0.6593428282587142, 0.7100188479125649, 0.764969603383852, 0.903540982218523, 1.0455019801312562, 1.0972734544332354, 1.1488941258357843, 1.2004760344367824, 1.4316611320037982, 1.483112296875993, 1.6247407079400693, 1.7212804959082049]","[-1.7220898234722446, -1.6259212643527845, -1.5297527052333244, -1.4335841461138643, -1.3374155869944044, -1.2412470278749443, -1.1450784687554842, -1.0489099096360244, -0.9527413505165642, -0.8565727913971042, -0.7604042322776441, -0.6642356731581841, -0.568067114038724, -0.471898554919264, -0.375729995799804, -0.2795614366803439, -0.1833928775608839, -0.0872243184414238, 0.0089442406780361, 0.1051127997974962, 0.2012813589169562, 0.2974499180364163, 0.3936184771558763, 0.4897870362753364, 0.5859555953947965, 0.6821241545142565, 0.7782927136337165, 0.8744612727531765, 0.9706298318726366, 1.0667983909920966, 1.1629669501115567, 1.2591355092310168, 1.355304068350477, 1.4514726274699368, 1.5476411865893969, 1.643809745708857]",0
